"Date Sampled","Address","1st Draw","2-3 Minute","5 Minute","numAddr","geometry"
"8/26/2019","21XX E 100TH ST","6.6","11","3.9","2100 E 100TH ST",c(-77.5194227938702, 40.112149720127)
"6/12/2019","21XX E 93RD ST","3.2","5","6.1","2100 E 93RD ST",c(-77.5194227479194, 40.1121497193608)
"11/12/2019","21XX E 95TH PL","4.8","3.6","1.4","2100 E 95TH PL",c(-77.519422764184, 40.1121497160441)
"9/11/2019","21XX E 96TH ST","4.1","16","3.2","2100 E 96TH ST",c(-77.5194227677588, 40.1121497157981)
"2/27/2020","21XX E 96TH ST","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2100 E 96TH ST",c(-77.5194227677588, 40.1121497157981)
"7/18/2018","21XX E 97TH ST","< 1","1.1","< 1","2100 E 97TH ST",c(-77.51942277428, 40.1121497157067)
"11/5/2019","21XX E 97TH ST","6.4","3.6","3","2100 E 97TH ST",c(-77.51942277428, 40.1121497157067)
"8/12/2019","21XX E 98TH ST","3.4","1.4","< 1","2100 E 98TH ST",c(-77.5194227800046, 40.1121497158017)
"11/1/2019","21XX E 98TH ST","1.1","3.7","< 1","2100 E 98TH ST",c(-77.5194227800046, 40.1121497158017)
"8/2/2020","21XX N ALBANY AVE","1.3","2","1.6","2100 N ALBANY AVE",c(-77.5194220392453, 40.1121493763054)
"5/8/2019","21XX N AVERS AVE","2.2","1.7","1.3","2100 N AVERS AVE",c(-77.5194220375308, 40.1121493281583)
"7/24/2020","21XX N AVERS AVE","< 1","< 1","< 1","2100 N AVERS AVE",c(-77.5194220375308, 40.1121493281583)
"7/20/2018","21XX N BELL AVE","< 1","< 1","< 1","2100 N BELL AVE",c(-77.5194220373625, 40.1121494365922)
"8/20/2019","21XX N BELL AVE","< 1","< 1","< 1","2100 N BELL AVE",c(-77.5194220373625, 40.1121494365922)
"3/22/2020","21XX N BELL AVE","1.4","3.3","2.2","2100 N BELL AVE",c(-77.5194220373625, 40.1121494365922)
"4/7/2019","21XX N BINGHAM ST","7.2","5","4.3","2100 N BINGHAM ST",c(-77.5194220437401, 40.1121494122161)
"3/12/2019","21XX N BISSELL ST","3.9","2.8","2.4","2100 N BISSELL ST",c(-77.519422044401, 40.1121495222075)
"9/26/2017","21XX N CAMPBELL AVE","< 1","< 1","< 1","2100 N CAMPBELL AVE",c(-77.5194220390013, 40.1121494207376)
"2/19/2019","21XX N CAMPBELL AVE","2.1","1.3","1.2","2100 N CAMPBELL AVE",c(-77.5194220390013, 40.1121494207376)
"7/21/2019","21XX N CAMPBELL AVE","1.4","2.4","1.7","2100 N CAMPBELL AVE",c(-77.5194220390013, 40.1121494207376)
"2/4/2020","21XX N CAMPBELL AVE","< 1","< 1","< 1","2100 N CAMPBELL AVE",c(-77.5194220390013, 40.1121494207376)
"3/11/2021","21XX N CAMPBELL AVE","< 1","< 1","< 1","2100 N CAMPBELL AVE",c(-77.5194220390013, 40.1121494207376)
"7/2/2021","21XX N CAMPBELL AVE","1.9","2.6","2.3","2100 N CAMPBELL AVE",c(-77.5194220390013, 40.1121494207376)
"10/13/2021","21XX N CAMPBELL AVE","1.6","2.2","1.2","2100 N CAMPBELL AVE",c(-77.5194220390013, 40.1121494207376)
"12/19/2019","21XX N CLAREMONT AVE","< 1","< 1","< 1","2100 N CLAREMONT AVE",c(-77.5194220371616, 40.11214942886)
"9/28/2020","21XX N CLAREMONT AVE","< 1","< 1","< 1","2100 N CLAREMONT AVE",c(-77.5194220371616, 40.11214942886)
"3/13/2019","21XX N CLAREMONT ST","11","2","1.7","2100 N CLAREMONT ST",c(-77.5195843716727, 40.1123852974786)
"4/23/2016","21XX N CLARK ST","2.25","1.02","<1","2100 N CLARK ST",c(-77.5194220454854, 40.1121495628913)
"11/17/2018","21XX N CLARK ST","1.2","3.3","< 1","2100 N CLARK ST",c(-77.5194220454854, 40.1121495628913)
"11/20/2018","21XX N CLARK ST","< 1","< 1","< 1","2100 N CLARK ST",c(-77.5194220454854, 40.1121495628913)
"3/4/2020","21XX N CLARK ST","< 1","< 1","< 1","2100 N CLARK ST",c(-77.5194220454854, 40.1121495628913)
"12/18/2020","21XX N CLARK ST","< 1","< 1","< 1","2100 N CLARK ST",c(-77.5194220454854, 40.1121495628913)
"7/16/2021","21XX N CLARK ST","<1.0","<1.0","<1.0","2100 N CLARK ST",c(-77.5194220454854, 40.1121495628913)
"7/16/2021","21XX N CLARK ST","<1.0","<1.0","<1.0","2100 N CLARK ST",c(-77.5194220454854, 40.1121495628913)
"8/9/2021","21XX N CLARK ST","<1.0","<1.0","<1.0","2100 N CLARK ST",c(-77.5194220454854, 40.1121495628913)
"12/21/2016","21XX N CLEVELAND AVE","1.9","1.3","1.2","2100 N CLEVELAND AVE",c(-77.5194220454936, 40.1121495526704)
"6/4/2020","21XX N CLEVELAND AVE","1.6","1.9","5.7","2100 N CLEVELAND AVE",c(-77.5194220454936, 40.1121495526704)
"10/25/2016","21XX N CLIFTON AVE","1.9","2.5","< 1","2100 N CLIFTON AVE",c(-77.5194220440437, 40.1121495089501)
"8/8/2018","21XX N CLIFTON AVE","2.6","3.4","3.4","2100 N CLIFTON AVE",c(-77.5194220440437, 40.1121495089501)
"10/25/2018","21XX N CLIFTON AVE","3.3","3.5","3.9","2100 N CLIFTON AVE",c(-77.5194220440437, 40.1121495089501)
"7/28/2019","21XX N CLIFTON AVE","2.4","1.6","1.1","2100 N CLIFTON AVE",c(-77.5194220440437, 40.1121495089501)
"8/25/2019","21XX N CLIFTON AVE","4.8","5.5","3.8","2100 N CLIFTON AVE",c(-77.5194220440437, 40.1121495089501)
"1/30/2020","21XX N CLIFTON AVE","1.8","3.7","< 1","2100 N CLIFTON AVE",c(-77.5194220440437, 40.1121495089501)
"9/28/2020","21XX N CLIFTON AVE","< 1","1.2","< 1","2100 N CLIFTON AVE",c(-77.5194220440437, 40.1121495089501)
"2/20/2020","21XX N DAMEN AVE","< 1","< 1","< 1","2100 N DAMEN AVE",c(-77.5194220422772, 40.112149452304)
"6/11/2021","21XX N DAMEN AVE","< 1","< 1","< 1","2100 N DAMEN AVE",c(-77.5194220422772, 40.112149452304)
"10/20/2018","21XX N DAYTON ST","< 1","< 1","< 1","2100 N DAYTON ST",c(-77.5194220446994, 40.1121495289213)
"1/21/2020","21XX N DAYTON ST","< 1","< 1","< 1","2100 N DAYTON ST",c(-77.5194220446994, 40.1121495289213)
"9/2/2018","21XX N FREMONT ST","9.9","3.7","3.4","2100 N FREMONT ST",c(-77.5194220446289, 40.1121495255941)
"9/1/2020","21XX N FREMONT ST","1.7","1","1.2","2100 N FREMONT ST",c(-77.5194220446289, 40.1121495255941)
"7/2/2019","21XX N HALSTED ST","1.4","< 1","< 1","2100 N HALSTED ST",c(-77.5194220447966, 40.1121495320628)
"5/27/2018","21XX N HOYNE AVE","< 1","< 1","< 1","2100 N HOYNE AVE",c(-77.5194220403419, 40.1121494455565)
"7/24/2018","21XX N HOYNE AVE","< 1","< 1","< 1","2100 N HOYNE AVE",c(-77.5194220403419, 40.1121494455565)
"2/6/2017","21XX N HUDSON AVE","120","9.5","2.8","2100 N HUDSON AVE",c(-77.5194220455237, 40.1121495555382)
"3/25/2017","21XX N HUDSON AVE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2100 N HUDSON AVE",c(-77.5194220455237, 40.1121495555382)
"7/30/2017","21XX N HUDSON AVE","< 1","< 1","< 1","2100 N HUDSON AVE",c(-77.5194220455237, 40.1121495555382)
"6/4/2018","21XX N HUDSON AVE","< 1","< 1","< 1","2100 N HUDSON AVE",c(-77.5194220455237, 40.1121495555382)
"4/8/2019","21XX N HUDSON AVE","< 1","< 1","< 1","2100 N HUDSON AVE",c(-77.5194220455237, 40.1121495555382)
"9/22/2019","21XX N HUDSON AVE","4","4.9","3.4","2100 N HUDSON AVE",c(-77.5194220455237, 40.1121495555382)
"8/6/2016","21XX N HUMBOLDT BLVD","1.8","< 1","< 1","2100 N HUMBOLDT BLVD",c(-77.5194220408031, 40.1121493847505)
"12/16/2019","21XX N HUMBOLDT BLVD","5.1","< 1","< 1","2100 N HUMBOLDT BLVD",c(-77.5194220408031, 40.1121493847505)
"10/4/2020","21XX N HUMBOLDT BLVD","< 1","< 1","< 1","2100 N HUMBOLDT BLVD",c(-77.5194220408031, 40.1121493847505)
"12/13/2021","21XX N HUMBOLDT DR","2","0.6","0.6","2100 N HUMBOLDT DR",c(-77.519422104915, 40.1121493836737)
"3/9/2020","21XX N KEDVALE AVE","2.2","2.6","2","2100 N KEDVALE AVE",c(-77.5194220368611, 40.1121493085211)
"4/22/2021","21XX N KEDVALE AVE","1.2","4.1","< 1","2100 N KEDVALE AVE",c(-77.5194220368611, 40.1121493085211)
"8/20/2019","21XX N KEELER AVE","< 1","< 1","< 1","2100 N KEELER AVE",c(-77.5194220366079, 40.1121493046997)
"1/9/2020","21XX N KEELER AVE","< 1","< 1","< 1","2100 N KEELER AVE",c(-77.5194220366079, 40.1121493046997)
"11/15/2019","21XX N KENMORE AVE","< 1","< 1","< 1","2100 N KENMORE AVE",c(-77.5194220443033, 40.1121495160643)
"4/2/2022","21XX N KENMORE AVE","9.8","22","11","2100 N KENMORE AVE",c(-77.5194220443033, 40.1121495160643)
"2/3/2022","21XX N KENNETH AVE","2.7","2.4","1.9","2100 N KENNETH AVE",c(-77.5194220360792, 40.1121492880654)
"3/17/2019","21XX N KEYSTONE AVE","3.9","11","2.3","2100 N KEYSTONE AVE",c(-77.5194220370973, 40.1121493152194)
"10/27/2019","21XX N KILBOURN AVE","< 1","< 1","< 1","2100 N KILBOURN AVE",c(-77.5194220359886, 40.1121492845954)
"6/22/2019","21XX N KILDARE","5.8","15","3.4","2100 N KILDARE",c(-77.5195843716727, 40.1123852974786)
"10/24/2019","21XX N KILDARE","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2100 N KILDARE",c(-77.5195843716727, 40.1123852974786)
"6/25/2017","21XX N KILPATRICK AVE","1.8","2.1","1.7","2100 N KILPATRICK AVE",c(-77.519422035327, 40.1121492712543)
"5/28/2019","21XX N KILPATRICK AVE","3","2","1.8","2100 N KILPATRICK AVE",c(-77.519422035327, 40.1121492712543)
"11/12/2018","21XX N KIMBALL AVE","< 1","< 1","< 1","2100 N KIMBALL AVE",c(-77.5194220387168, 40.1121493588612)
"11/12/2020","21XX N LAKEWOOD AVE","< 1","< 1","< 1","2100 N LAKEWOOD AVE",c(-77.5194220438248, 40.1121494989605)
"10/16/2021","21XX N LAKEWOOD AVE","<1.0","<1.0","<1.0","2100 N LAKEWOOD AVE",c(-77.5194220438248, 40.1121494989605)
"3/2/2019","21XX N LAMON AVE","2.7","4.1","1.2","2100 N LAMON AVE",c(-77.5194220349896, 40.1121492576459)
"4/4/2019","21XX N LARAMIE AVE","< 1","< 1","< 1","2100 N LARAMIE AVE",c(-77.5194220342932, 40.1121492374753)
"9/29/2016","21XX N LARRABEE ST","4.1","3.4","3.4","2100 N LARRABEE ST",c(-77.5194220452778, 40.112149546021)
"4/8/2019","21XX N LARRABEE ST","< 1","< 1","< 1","2100 N LARRABEE ST",c(-77.5194220452778, 40.112149546021)
"6/26/2019","21XX N LARRABEE ST","< 1","< 1","< 1","2100 N LARRABEE ST",c(-77.5194220452778, 40.112149546021)
"5/22/2019","21XX N LAVERGNE AVE","4","3","2.4","2100 N LAVERGNE AVE",c(-77.5194220347933, 40.1121492514629)
"1/8/2022","21XX N LAVERGNE AVE","3.7","2.5","1.5","2100 N LAVERGNE AVE",c(-77.5194220347933, 40.1121492514629)
"10/8/2019","21XX N LAWLER AVE","1.4","6.9","2.6","2100 N LAWLER AVE",c(-77.5194220346591, 40.1121492480799)
"11/4/2019","21XX N LAWNDALE AVE","3.4","7.8","2.1","2100 N LAWNDALE AVE",c(-77.5194220369183, 40.1121493387232)
"12/7/2019","21XX N LAWNDALE AVE","1","< 1","< 1","2100 N LAWNDALE AVE",c(-77.5194220369183, 40.1121493387232)
"5/6/2019","21XX N LEAMINGTON AVE","1.7","5.2","1.3","2100 N LEAMINGTON AVE",c(-77.5194220344293, 40.1121492409169)
"10/16/2017","21XX N LEAVITT ST","< 1","< 1","< 1","2100 N LEAVITT ST",c(-77.5194220401884, 40.112149439254)
"7/24/2019","21XX N LEAVITT ST","< 1","< 1","< 1","2100 N LEAVITT ST",c(-77.5194220401884, 40.112149439254)
"2/11/2020","21XX N LEAVITT ST","1.7","1.1","< 1","2100 N LEAVITT ST",c(-77.5194220401884, 40.112149439254)
"3/3/2020","21XX N LEAVITT ST","2.5","3.2","2","2100 N LEAVITT ST",c(-77.5194220401884, 40.112149439254)
"11/23/2018","21XX N LINCOLN","2.5","17","2.1","2100 N LINCOLN",c(-77.5195843716727, 40.1123852974786)
"3/11/2019","21XX N LINCOLN","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2100 N LINCOLN",c(-77.5195843716727, 40.1123852974786)
"4/15/2018","21XX N LINCOLN AVE","< 1","< 1","< 1","2100 N LINCOLN AVE",c(-77.5194220443615, 40.1121495510022)
"8/15/2019","21XX N LINCOLN AVE","3.7","1.5","1.2","2100 N LINCOLN AVE",c(-77.5194220443615, 40.1121495510022)
"7/30/2019","21XX N LINCOLN PARK","< 1","< 1","< 1","2100 N LINCOLN PARK",c(-77.5195843716727, 40.1123852974786)
"6/14/2018","21XX N LINCOLN PARK W","< 1","< 1","< 1","2100 N LINCOLN PARK W",c(-77.5194220452196, 40.1121495657132)
"7/9/2018","21XX N LINCOLN PARK W","< 1","< 1","< 1","2100 N LINCOLN PARK W",c(-77.5194220452196, 40.1121495657132)
"12/27/2018","21XX N LINCOLN PARK W","< 1","< 1","< 1","2100 N LINCOLN PARK W",c(-77.5194220452196, 40.1121495657132)
"1/27/2019","21XX N LOCKWOOD AVE","1.8","5.2","< 1","2100 N LOCKWOOD AVE",c(-77.5194220340252, 40.1121492308508)
"12/4/2019","21XX N LOCKWOOD AVE","4.5","3.7","4.8","2100 N LOCKWOOD AVE",c(-77.5194220340252, 40.1121492308508)
"9/15/2019","21XX N LOREL AVE","3.9","4.2","2.7","2100 N LOREL AVE",c(-77.5194220339359, 40.1121492275733)
"11/17/2018","21XX N MAGNOLIA AVE","< 1","< 1","< 1","2100 N MAGNOLIA AVE",c(-77.5194220438528, 40.1121495027441)
"7/19/2020","21XX N MAGNOLIA AVE","< 1","< 1","< 1","2100 N MAGNOLIA AVE",c(-77.5194220438528, 40.1121495027441)
"8/24/2021","21XX N MAGNOLIA AVE","<1.0","<1.0","<1.0","2100 N MAGNOLIA AVE",c(-77.5194220438528, 40.1121495027441)
"9/28/2021","21XX N MAGNOLIA AVE","<1.0","<1.0","<1.0","2100 N MAGNOLIA AVE",c(-77.5194220438528, 40.1121495027441)
"10/30/2020","21XX N MANGO AVE","3.5","5.1","2.9","2100 N MANGO AVE",c(-77.5194220346321, 40.1121492006297)
"5/28/2020","21XX N MAPLEWOOD AVE","< 1","< 1","< 1","2100 N MAPLEWOOD AVE",c(-77.5194220414535, 40.1121494153686)
"10/9/2020","21XX N MAPLEWOOD AVE","< 1","< 1","< 1","2100 N MAPLEWOOD AVE",c(-77.5194220414535, 40.1121494153686)
"4/20/2021","21XX N MAPLEWOOD AVE","< 1","< 1","< 1","2100 N MAPLEWOOD AVE",c(-77.5194220414535, 40.1121494153686)
"11/8/2021","21XX N MAPLEWOOD AVE","4.1","2.4","1.9","2100 N MAPLEWOOD AVE",c(-77.5194220414535, 40.1121494153686)
"8/26/2019","21XX N MARMORA AVE","3.1","3.7","4.7","2100 N MARMORA AVE",c(-77.5194220342503, 40.112149190577)
"1/13/2020","21XX N MEADE AVE","6.7","14","3.5","2100 N MEADE AVE",c(-77.5194220337911, 40.1121491771492)
"8/28/2019","21XX N MENARD AVE","1.4","2","2.1","2100 N MENARD AVE",c(-77.5194220345269, 40.1121491977197)
"10/4/2019","21XX N MERRIMAC AVE","4.7","10","3.4","2100 N MERRIMAC AVE",c(-77.5194220318563, 40.1121491672107)
"1/10/2020","21XX N MOBILE AVE","< 1","< 1","< 1","2100 N MOBILE AVE",c(-77.5194220317361, 40.1121491638353)
"7/2/2018","21XX N MOFFAT ST","< 1","< 1","< 1","2100 N MOFFAT ST",c(-77.5195843716727, 40.1123852974786)
"8/31/2021","21XX N MONITOR AVE","2.3","11","2.9","2100 N MONITOR AVE",c(-77.5194220344128, 40.1121491943773)
"4/21/2019","21XX N MOODY AVE","2.3","< 1","< 1","2100 N MOODY AVE",c(-77.5194220336899, 40.1121491731636)
"7/23/2018","21XX N MOZART ST","< 1","< 1","< 1","2100 N MOZART ST",c(-77.5194220372737, 40.1121493953288)
"2/24/2019","21XX N NATCHEZ AVE","4.1","8.3","1.5","2100 N NATCHEZ AVE",c(-77.5194220321639, 40.1121491508785)
"2/25/2019","21XX N NATCHEZ AVE","7.9","8.1","2.4","2100 N NATCHEZ AVE",c(-77.5194220321639, 40.1121491508785)
"7/4/2018","21XX N NEWLAND AVE","2.4","1.7","1.3","2100 N NEWLAND AVE",c(-77.519422029852, 40.1121491199325)
"6/10/2020","21XX N NEWLAND AVE","3.5","5","5.8","2100 N NEWLAND AVE",c(-77.519422029852, 40.1121491199325)
"2/26/2019","21XX N NORDICA AVE","2.3","4.2","8.9","2100 N NORDICA AVE",c(-77.5194220296844, 40.1121491106257)
"4/23/2019","21XX N NORDICA AVE","4.8","2.7","2.5","2100 N NORDICA AVE",c(-77.5194220296844, 40.1121491106257)
"10/14/2019","21XX N NORDICA AVE","8.6","19","4.5","2100 N NORDICA AVE",c(-77.5194220296844, 40.1121491106257)
NA,"21XX N NORDICA AVE","Customer declined further testing",NA,NA,"2100 N NORDICA AVE",c(-77.5194220296844, 40.1121491106257)
"10/20/2016","21XX N OAKLEY AVE","1.2","< 1","< 1","2100 N OAKLEY AVE",c(-77.5194220399684, 40.1121494327209)
"3/31/2019","21XX N OAKLEY AVE","2.1","< 1","< 1","2100 N OAKLEY AVE",c(-77.5194220399684, 40.1121494327209)
"7/16/2019","21XX N OAKLEY AVE","2.4","3.4","3.1","2100 N OAKLEY AVE",c(-77.5194220399684, 40.1121494327209)
"8/11/2019","21XX N OAKLEY AVE","< 1","< 1","< 1","2100 N OAKLEY AVE",c(-77.5194220399684, 40.1121494327209)
"11/21/2019","21XX N OAKLEY AVE","2.7","< 1","< 1","2100 N OAKLEY AVE",c(-77.5194220399684, 40.1121494327209)
"4/29/2018","21XX N POINT ST","< 1","< 1","< 1","2100 N POINT ST",c(-77.5194220427144, 40.1121494021411)
"1/12/2021","21XX N POINT ST","< 1","< 1","< 1","2100 N POINT ST",c(-77.5194220427144, 40.1121494021411)
"9/23/2019","21XX N PULASKI RD","5.5","5.8","2.3","2100 N PULASKI RD",c(-77.5194220371898, 40.1121493181269)
"11/14/2018","21XX N RACINE AVE","< 1","< 1","< 1","2100 N RACINE AVE",c(-77.5194220432105, 40.1121495054179)
"10/8/2019","21XX N RACINE AVE","< 1","< 1","< 1","2100 N RACINE AVE",c(-77.5194220432105, 40.1121495054179)
"4/12/2022","21XX N RACINE AVE","8.3","6.2","4.3","2100 N RACINE AVE",c(-77.5194220432105, 40.1121495054179)
"7/7/2019","21XX N RICHMOND ST","1.9","3","1.8","2100 N RICHMOND ST",c(-77.5194220388501, 40.1121493911027)
"8/15/2019","21XX N ROCKWELL ST","4.2","10","3.9","2100 N ROCKWELL ST",c(-77.5194220382655, 40.1121494116761)
"2/16/2020","21XX N SAWYER AVE","2.7","2.8","1.5","2100 N SAWYER AVE",c(-77.5194220390048, 40.1121493669588)
"11/23/2020","21XX N SAWYER AVE","< 1","< 1","1.1","2100 N SAWYER AVE",c(-77.5194220390048, 40.1121493669588)
"6/8/2021","21XX N SAYRE AVE","3.7","7.5","5.2","2100 N SAYRE AVE",c(-77.5194220298833, 40.1121491156549)
"8/30/2021","21XX N SAYRE AVE","2.6","13","2.5","2100 N SAYRE AVE",c(-77.5194220298833, 40.1121491156549)
"5/3/2019","21XX N SEDGWICK ST","2.1","2.5","1.3","2100 N SEDGWICK ST",c(-77.5194220441686, 40.1121495593454)
"1/4/2020","21XX N SEDGWICK ST","1.7","< 1","< 1","2100 N SEDGWICK ST",c(-77.5194220441686, 40.1121495593454)
"10/12/2016","21XX N SEMINARY AVE","5.2","8.2","7.2","2100 N SEMINARY AVE",c(-77.5194220439222, 40.1121495120831)
"11/8/2016","21XX N SEMINARY AVE","< 1","< 1","< 1","2100 N SEMINARY AVE",c(-77.5194220439222, 40.1121495120831)
"7/16/2018","21XX N SEMINARY AVE","< 1","< 1","< 1","2100 N SEMINARY AVE",c(-77.5194220439222, 40.1121495120831)
"7/17/2018","21XX N SHEFFIELD AVE","2.7","2.8","2.2","2100 N SHEFFIELD AVE",c(-77.519422044407, 40.1121495187615)
"4/11/2019","21XX N SHEFFIELD AVE","1.6","1.7","2.2","2100 N SHEFFIELD AVE",c(-77.519422044407, 40.1121495187615)
"7/22/2021","21XX N SHEFFIELD AVE","<1.0","<1.0","<1.0","2100 N SHEFFIELD AVE",c(-77.519422044407, 40.1121495187615)
"7/22/2021","21XX N SHEFFIELD AVE","<1.0","<1.0","<1.0","2100 N SHEFFIELD AVE",c(-77.519422044407, 40.1121495187615)
"4/15/2019","21XX N SOUTHPORT AVE","< 1","< 1","< 1","2100 N SOUTHPORT AVE",c(-77.5194220411777, 40.1121494921148)
"5/19/2018","21XX N SPAULDING AVE","< 1","< 1","< 1","2100 N SPAULDING AVE",c(-77.5194220388685, 40.1121493633315)
"7/29/2018","21XX N SPAULDING AVE","1.7","2.1","1.4","2100 N SPAULDING AVE",c(-77.5194220388685, 40.1121493633315)
"9/2/2018","21XX N SPAULDING AVE","< 1","< 1","< 1","2100 N SPAULDING AVE",c(-77.5194220388685, 40.1121493633315)
"6/24/2019","21XX N SPAULDING AVE","< 1","< 1","< 1","2100 N SPAULDING AVE",c(-77.5194220388685, 40.1121493633315)
"4/28/2021","21XX N SPAULDING AVE","5.9","3.9","5.3","2100 N SPAULDING AVE",c(-77.5194220388685, 40.1121493633315)
"1/6/2020","21XX N SPRINGFIELD AVE","3.3","2.4","1.8","2100 N SPRINGFIELD AVE",c(-77.5194220374637, 40.1121493252925)
"6/23/2016","21XX N STAVE ST","1.1","1.1","< 1","2100 N STAVE ST",c(-77.5194220409968, 40.1121494071251)
"8/15/2016","21XX N STAVE ST","< 1","1.2","1.1","2100 N STAVE ST",c(-77.5194220409968, 40.1121494071251)
"10/17/2016","21XX N STAVE ST","4.1","4","3.7","2100 N STAVE ST",c(-77.5194220409968, 40.1121494071251)
"7/16/2018","21XX N STAVE ST","1.8","1.7","1.6","2100 N STAVE ST",c(-77.5194220409968, 40.1121494071251)
"9/26/2018","21XX N STAVE ST","6.1","1.7","1.5","2100 N STAVE ST",c(-77.5194220409968, 40.1121494071251)
"1/18/2019","21XX N STAVE ST","1.7","1.6","< 1","2100 N STAVE ST",c(-77.5194220409968, 40.1121494071251)
"4/17/2019","21XX N STAVE ST","< 1","1.9","< 1","2100 N STAVE ST",c(-77.5194220409968, 40.1121494071251)
"11/14/2019","21XX N STAVE ST","< 1","< 1","2.5","2100 N STAVE ST",c(-77.5194220409968, 40.1121494071251)
"6/8/2018","21XX N STAVEST","< 1","< 1","< 1","2100 N STAVEST",c(-77.5195843716727, 40.1123852974786)
"7/3/2018","21XX N STAVEST","2.4","3.3","2.2","2100 N STAVEST",c(-77.5195843716727, 40.1123852974786)
"5/14/2019","21XX N TALMAN AVE","3.6","5","5.4","2100 N TALMAN AVE",c(-77.5194220337741, 40.1121494091913)
"10/2/2019","21XX N TALMAN AVE","< 1","< 1","< 1","2100 N TALMAN AVE",c(-77.5194220337741, 40.1121494091913)
"12/12/2021","21XX N TALMAN AVE","<0.5","<0.5","<0.5","2100 N TALMAN AVE",c(-77.5194220337741, 40.1121494091913)
"7/25/2019","21XX N TRIPP AVE","1.8","1.7","2","2100 N TRIPP AVE",c(-77.5194220366305, 40.1121493017925)
"12/28/2020","21XX N TRIPP AVE","3.5","8","2.6","2100 N TRIPP AVE",c(-77.5194220366305, 40.1121493017925)
"8/23/2021","21XX N TRIPP AVE","3","6.8","4.6","2100 N TRIPP AVE",c(-77.5194220366305, 40.1121493017925)
"6/9/2016","21XX N WAYNE AVE","< 1","< 1","< 1","2100 N WAYNE AVE",c(-77.519422040931, 40.112149496071)
"1/22/2022","21XX N WAYNE AVE","<0.5","<0.5","<0.5","2100 N WAYNE AVE",c(-77.519422040931, 40.112149496071)
"8/1/2018","21XX N WHIPPLE ST","< 1","< 1","< 1","2100 N WHIPPLE ST",c(-77.5194220395612, 40.1121493810038)
"2/15/2019","21XX NORTH HOYNE BLVD","1.3","1.7","< 1","2100 NORTH HOYNE BLVD",c(-77.5195843716727, 40.1123852974786)
"9/13/2020","21XX S CHINA PL","< 1","< 1","< 1","2100 S CHINA PL",c(-77.5194222803499, 40.112149568343)
"2/15/2022","21XX S Drake Ave","13","17","5.7","2100 S Drake Ave",c(-77.5194222757207, 40.112149346826)
"3/29/2022","21XX S Drake Ave","See Follow-Up Sequential Sampling Table for Results",NA,NA,"2100 S Drake Ave",c(-77.5194222757207, 40.112149346826)
"2/15/2022","21XX S DRAKE AVE","13","17","5.7","2100 S DRAKE AVE",c(-77.5194222757207, 40.112149346826)
"12/10/2019","21XX S FAIRFIELD AVE","7","6","1.9","2100 S FAIRFIELD AVE",c(-77.5194222757803, 40.1121493989783)
"8/31/2019","21XX S INDIANA AVE","< 1","< 1","< 1","2100 S INDIANA AVE",c(-77.5194222841408, 40.1121495974244)
"3/10/2020","21XX S KEDZIE AVE","< 1","< 1","< 1","2100 S KEDZIE AVE",c(-77.5194222748027, 40.1121493697956)
"3/10/2019","21XX S LAWNDALE AVE","3.6","2.2","1.2","2100 S LAWNDALE AVE",c(-77.5194222733742, 40.1121493363615)
"9/21/2017","21XX S MICHIGAN AVE","< 1","< 1","< 1","2100 S MICHIGAN AVE",c(-77.5194222840094, 40.1121495932749)
"7/24/2019","21XX S MICHIGAN AVE","< 1","< 1","< 1","2100 S MICHIGAN AVE",c(-77.5194222840094, 40.1121495932749)
"10/14/2019","21XX S SPRINGFIELD AVE","2.3","5.9","3","2100 S SPRINGFIELD AVE",c(-77.5194222729235, 40.1121493226866)
"10/22/2020","21XX S TAN CT","< 1","< 1","< 1","2100 S TAN CT",c(-77.5194222803042, 40.1121495616608)
"8/21/2021","21XX S TAN CT","<1.0","<1.0","<1.0","2100 S TAN CT",c(-77.5194222803042, 40.1121495616608)
"2/27/2019","21XX S TRUMBULL AVE","< 1","< 1","< 1","2100 S TRUMBULL AVE",c(-77.5194222740884, 40.1121493536238)
"2/4/2017","21XX W 103RD ST","2.2","3.4","1.7","2100 W 103RD ST",c(-77.5194228039006, 40.1121494376841)
